"Indique ton âge","Indique le canton dans lequel tu habites","Indique ton sexe à la naissance","Indique ton niveau de pratique ou de compétition","Indique le sport principal que tu pratiques","As-tu arrêté de pratiquer un ou plusieurs sports pour te concentrer sur ton sport principal ?","Participes-tu à des entrainements intensifs et des compétitions plus de 8 mois par an ?","As-tu commencé ton sport principal avant l'âge de 12 ans ?","MPhyique_parents_Normalite","MPhysique_parent_neccesite_perf","Mphysique_parent_faisantpartie","Mphysique_parent_demotivation","Mphysique_parent_moinsperforme","Mphysique_parent_perteconfiance","Mphysique_parent_imageneg","Mphysique_parent_peur","Mphysique_parent_colere","Mphysique_parent_triste","Mphysique_parent_stress","Mphysique_parent_tafaute","Mphysique_parent_humiliation","Mpsy_parent_demotiver","Mpsy_parent_moinsperf (2)","Mpsy_parent_perduconfiance (2)","Mpsy_parent_imagecorps (2)","Mpsy_parent_peur","Mpsy_parent_colere","Mpsy_parent_triste","Mpsy_parent_stress","Mpsy_parent_tafaute","Mpsy_parent_humiliation","Mpsy_parent_demotiver (2)","Mpsy_parent_moinsperf (3)","Mpsy_parent_imageneg","Mpsy_parent_tafaute (3)","Mpsy_parent_humiliation (3)","Mpsy_parent_demotivesport","Mpsy_parent_moinsperf (4)","Mpsy_parent_perduconfiance (3)","Mpsy_parent_imagecorps (3)","Mpsy_parent_peur (3)","Mpsy_parent_colere (3)","Mpsy_parent_triste (4)","Mpsy_parent_stress (3)","Mpsy_parent_tafaute (4)","Mpsy_parent_humiliation (4)","msex_paire_photo_intime_item4","Msex_pair_humiliation","msex_paire_attouchement_item5","Msex_paire_demotive","Msex_paire_imageneg","Msex_paire_tafaute","Msex_paire_humiliation","Msex_paire_embrasser_item6","msex_paire_frotter_partie_intime_item7","msex_paire_demotiver","msex_paire_perteconfiance","msex_paire_imageneg","msex_paire_tafaute","msex_paire_humiliation","Msex_paire_avec_sans_penetration_non_consentie_item8","msex_paire_faisantpartie","msex_paire_demotiver (2)","msex_paire_erduconfiance","msex_paire_imageneg (2)","msex_paire_tafaute (2)","msex_paire_humiliation (2)","Msex_adulte_exhibition_partie_intime_item2","Msex_adulte_faisant partie","Msex_adulte_demotiver","Msex_adulte_perteconfiance","Msex_adulte_imageneg","Msex_adulte_tafaute","Msex_adulte_humiliation","msex_adulte_photo_partie_intime_item3","Msex_adulte_faisantpartie","Msex_adulte_demotiver (2)","Msex_adulte_perduconfaince","Msex_adulte_imageneg (2)","Msex_adulte_tafaute (2)","Msex_adulte_humiliation (2)","msex_adulte_force_a_toucher_item3","msex_adulte_faisantpartie","msex_adulte_demotiver","msex_adulte_perduconfiance","msex_adulte_imageneg","msex_adulte_tafaute","msex_adulte_humiliation","Msex_adulte_tentation_relation_sex_item7","Msex_adulte_faisantpartie (2)","Msex_adulte_démotiver","Msex_adulte_perduconfiance","Msex_adulte_imageneg (3)","Msex_adulte_tafaute (3)","Msex_adulte_humiliation (3)","“Msex_adulte_forcer_relation_sex_avec_sans_pene_item8","Msex_adulte_faisantpartie (3)","Msex_adulte_demotiver (3)","Msex_adulte_perduconfiance (2)","Msex_adulte_imageneg (4)","Msex_adulte_tafaute (4)","Msex_adulte_humiliation (4)","Neg_parent_laisser_entrainer_blesser_item1","Neg_parent_perduconfiance","Neg_parent_imagecorps","Neg_parent_peur","Neg_parent_colere","Neg_parent_triste","Neg_parent_stress","Neg_parent_tafaute","Neg_parent_humiliation","Neg_parent_arret_ecole_item4","Neg_parent_moinsperf","Neg_parent_perduconfiance (2)","Neg_parent_imagecorps (2)","Neg_parent_peur (2)","Neg_parent_colere (2)","Neg_parent_triste (2)","Neg_parent_stress(3)","Neg_parent_tafaute (2)","Neg_parent_humiliation (2)","neg_parent_laisser_humilier_autrui_item5","neg_parent_normalite","neg_parent_neccessaire","neg_parent_faisantpartie","neg_parent_perduconfiance","neg_parent_imagecorps","neg_parent_peur","neg_parent_colere","neg_parent_triste","neg_parent_stress","neg_parent_tafaute","Veuillez entrer votre identifiant ci-dessous avant de commencer ce questionnaire. Pour rappel votre identifiant doit comporter les conditions suivantes : -1ère lettre du prénom de votre mère (ex : Marie)-1ère lettre du prénom de votre père (ex : Pascal)-1ère lettre de votre nom de famille (ex : Dupont)-4 derniers chiffres de votre numéro de téléphone (ex : 45 67)"
"28 ans","Genève","Un garçon","Régional (cantonal)","Ping Pong","Non","Oui","Non",,,,,,,,,,,,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,"Jamais",,"Jamais",,,,,"Jamais","Jamais",,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,,,"Jamais",,,,,,,,,,"Jamais",,,,,,,,,,,
"26 ans","Genève","Une fille","National","Gymnastique artistique","Oui","Non","Oui",,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,,,,,,,,,,,"Jamais",,"Jamais",,,,,"Jamais","Jamais",,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,,,"Jamais",,,,,,,,,,"Jamais",,,,,,,,,,,
"24 ans","Vaud","Un garçon","Régional (cantonal)","Escalade","Non","Non","Non",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,"Jamais",,"Jamais",,,,,"Jamais","Jamais",,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"1 fois",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,,,"Jamais",,,,,,,,,,"Jamais",,,,,,,,,,,
"16 ans","Genève","Un garçon","National","Natation","Oui","Oui","Oui",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jamais",,"Jamais",,,,,"Jamais","Jamais",,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais","Pas du tout","Pas du tout","Pas du tout","Pas du tout","Pas du tout","Pas du tout","Jamais",,,,,,,"Pas de réponse",,,,,,,,,"Jamais",,,,,,,,,,"Jamais",,,,,,,,,,,
"16 ans","Genève","Une fille","National","Tennis de table","Non","Oui","Oui",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jamais",,"Jamais",,,,,"Jamais","Jamais",,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"1 fois",,,,,,,,,"Jamais",,,,,,,,,,"Jamais",,,,,,,,,,,
"17 ans","Genève","Une fille","International","voile","Oui","Oui","Oui",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jamais",,"Jamais",,,,,"Jamais","Jamais",,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,,,"Jamais",,,,,,,,,,"Jamais",,,,,,,,,,,
"18 ans","Genève","Une fille","International","le ski alpin","Oui","Oui","Oui",,,,,,,,,,,,,,"2",,,,,,,,,,,,,,,"1",,,,,,,,,,"Jamais",,"Jamais",,,,,"Jamais","Jamais",,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais","Moyennement","Pas du tout","Moyennement","Moyennement","Moyennement","Moyennement","Jamais",,,,,,,"Quelques fois",,,,,,,,,"Jamais",,,,,,,,,,"Jamais",,,,,,,,,,,
"17 ans","Genève","Une fille","International","escrime","Oui","Oui","Oui",,,,,,,,,,,,,,"1",,,,,,,,,,,,,,,"0",,,,,,,,,,"Jamais",,"Jamais",,,,,"Jamais","Jamais",,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais","Tout à fait","Pas du tout","Pas du tout","Pas du tout","Pas du tout","Pas du tout","Jamais",,,,,,,"Jamais",,,,,,,,,"Jamais",,,,,,,,,,"Jamais",,,,,,,,,,,
"17 ans","Genève","Une fille","National","L’athlétisme","Oui","Oui","Oui",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0",,,,,,,,,,"Jamais",,"Jamais",,,,,"Jamais","Jamais",,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,,,"Jamais",,,,,,,,,,"Jamais",,,,,,,,,,,
"16 ans","Genève","Un garçon","Inter-régional (inter-cantonal)","Ski alpin","Oui","Oui","Oui",,,,,,,,,,,,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,"Jamais",,"Jamais",,,,,"Jamais","Jamais",,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,,,"Jamais",,,,,,,,,,"Jamais",,,,,,,,,,,
"16 ans","Genève","Une fille","National","Tchoukball","Oui","Oui","Oui",,,,,,,,,,,,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,"Jamais",,"Jamais",,,,,"Jamais","Jamais",,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Quelques fois",,,,,,,,,"Jamais",,,,,,,,,,"Jamais",,,,,,,,,,,
"16 ans","Genève","Une fille","International","Twirling","Oui","Oui","Oui",,,,,,,,,,,,,,"2",,,,,,,,,,,,,,,"1",,,,,,,,,,"Jamais",,"Jamais",,,,,"Jamais","Jamais",,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Souvent/régulièrement",,,,,,,,,"Jamais",,,,,,,,,,"Jamais",,,,,,,,,,,
"18 ans","Genève","Une fille","Régional (cantonal)","Volley-ball","Non","Oui","Oui",,,,,,,,,,,,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,"Jamais",,"Jamais",,,,,"Jamais","Jamais",,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,,,"Jamais",,,,,,,,,,"Jamais",,,,,,,,,,,
"17 ans","Genève","Une fille","Régional (cantonal)","Volley","Non","Oui","Oui",,,,,,,,,,,,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,"Jamais",,"Jamais",,,,,"Jamais","Jamais",,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,,,"Jamais",,,,,,,,,,"Jamais",,,,,,,,,,,
"16 ans","Vaud","Un garçon","National","hockey sur glace","Non","Oui","Oui",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jamais",,"Jamais",,,,,"Jamais","Jamais",,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,,,"Jamais",,,,,,,,,,"Jamais",,,,,,,,,,,
"17 ans","Valais","Un garçon","National","Hockey sur glace","Oui","Oui","Oui",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jamais",,"Jamais",,,,,"Jamais","Jamais",,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,,,"Jamais",,,,,,,,,,"Jamais",,,,,,,,,,,
"17 ans","Genève","Une fille","Inter-régional (inter-cantonal)","ski","Oui","Non","Non",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jamais",,"Jamais",,,,,"Jamais","Jamais",,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,,,"Jamais",,,,,,,,,,"Jamais",,,,,,,,,,,
"16 ans","Genève","Une fille","National","Natation Artistique","Oui","Oui","Oui",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jamais",,"Jamais",,,,,"Jamais","Jamais",,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,,,"Jamais",,,,,,,,,,"Jamais",,,,,,,,,,,
"17 ans","Genève","Un garçon","Régional (cantonal)","Musicien Pianiste et Chanteur","Non","Non","Oui",,,,,,,,,,,,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,"Jamais",,"Jamais",,,,,"Jamais","Jamais",,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,,,"Quelques fois",,,,,,,,,,"Jamais",,,,,,,,,,,
"16 ans","Genève","Une fille","National","Natation","Oui","Oui","Oui",,,,,,,,,,,,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,"Jamais",,"Jamais",,,,,"Jamais","Jamais",,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,,,"Jamais",,,,,,,,,,"Jamais",,,,,,,,,,,
"23 ans","Vaud","Un garçon","International","Triathlon","Non","Oui","Oui",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jamais",,"Jamais",,,,,"Jamais","Jamais",,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,,,"Jamais",,,,,,,,,,"Jamais",,,,,,,,,,,"MPF1577"
"21 ans","Vaud","Un garçon","International","natation","Oui","Oui","Oui",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jamais",,"Jamais",,,,,"Jamais","Jamais",,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,,,"Jamais",,,,,,,,,,"Jamais",,,,,,,,,,,"LOD3067"
"20 ans","Vaud","Une fille","International","Badminton","Non","Oui","Oui",,,,,,,,,,,,,,"2",,,,,,,,,,,,,,,"0",,,,,,,,,,"Jamais",,"Jamais",,,,,"Jamais","Jamais",,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,,,"Jamais",,,,,,,,,,"Jamais",,,,,,,,,,,"MJF5240"
"20 ans","Vaud","Une fille","International","Athlétisme, sprint","Non","Oui","Oui",,,,,,,,,,,,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,"Jamais",,"Jamais",,,,,"Jamais","Jamais",,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Quelques fois",,,,,,,,,"Jamais",,,,,,,,,,"Jamais",,,,,,,,,,,"MG4918"
"20 ans","Vaud","Une fille","International","ski-alpinisme","Oui","Oui","Oui",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jamais",,"Jamais",,,,,"Jamais","Jamais",,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,,,"Jamais",,,,,,,,,,"Jamais",,,,,,,,,,,"FRU4506"
"26 ans","Valais","Un garçon","International","Escrime (épée)","Oui","Oui","Oui",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jamais",,"Jamais",,,,,"Jamais","Jamais",,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,,,"Jamais",,,,,,,,,,"Jamais",,,,,,,,,,,"COB7714"
"19 ans","Vaud","Un garçon","National","Rugby","Non","Oui","Oui",,,,,,,,,,,,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,"Jamais",,"Jamais",,,,,"Jamais","Jamais",,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,,,"Jamais",,,,,,,,,,"Jamais",,,,,,,,,,,"NGD5447"
"16 ans","Vaud","Une fille","International","Natation Artistique","Oui","Oui","Oui",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jamais",,"Jamais",,,,,"Jamais","Jamais",,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"1 fois",,,,,,,,,"Jamais",,,,,,,,,,"Jamais",,,,,,,,,,,"APC2567"
"19 ans","Jura","Une fille","International","course d'orientation","Non","Oui","Oui",,,,,,,,,,,,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,"Jamais",,"Jamais",,,,,"Jamais","Jamais",,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,,,"1 fois",,,,,,,,,,"Jamais",,,,,,,,,,,"DJN9581"
"18 ans","Vaud","Une fille","Régional (cantonal)","Natation","Oui","Oui","Non",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jamais",,"Jamais",,,,,"Jamais","Jamais",,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,,,"Jamais",,,,,,,,,,"Jamais",,,,,,,,,,,"KSS5342"
"18 ans","Vaud","Une fille","National","Natation","Non","Oui","Oui",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jamais",,"Jamais",,,,,"Jamais","Jamais",,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"1 fois",,,,,,,,,"Jamais",,,,,,,,,,"Jamais",,,,,,,,,,,"CDC0647"
"21 ans","Vaud","Un garçon","National","Badminton","Oui","Oui","Oui",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jamais",,"Jamais",,,,,"Jamais","Jamais",,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,,,"Jamais",,,,,,,,,,"Jamais",,,,,,,,,,,"NRF4592"
"25 ans","Valais","Un garçon","International","Télémark","Non","Oui","Non",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jamais",,"Jamais",,,,,"Jamais","Jamais",,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,,,"Jamais",,,,,,,,,,"Jamais",,,,,,,,,,,"EJB2456"
"19 ans","Vaud","Un garçon","National","Hockey sur glace","Oui","Oui","Oui",,,,,,,,,,,,,,"2",,,,,,,,,,,,,,,"0",,,,,,,,,,"Jamais",,"Jamais",,,,,"Jamais","Jamais",,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,,,"Jamais",,,,,,,,,,"Jamais",,,,,,,,,,,"AGH8486"
"26 ans","Vaud","Un garçon","International","Volley-ball","Oui","Oui","Non",,,,,,,,,,,,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,"Jamais",,"Jamais",,,,,"Jamais","Jamais",,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,,,"Jamais",,,,,,,,,,"Jamais",,,,,,,,,,,"CAP0591"
"21 ans","Genève","Un garçon","Inter-régional (inter-cantonal)","Rugby","Oui","Oui","Non",,,,,,,,,,,,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,"Jamais",,"Jamais",,,,,"Jamais","Jamais",,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,,,"Jamais",,,,,,,,,,"Jamais",,,,,,,,,,,"NAM9612"
"19 ans","Vaud","Un garçon","National","Hockey sur glace","Oui","Oui","Oui",,,,,,,,,,,,,,"2",,,,,,,,,,,,,,,"0",,,,,,,,,,"Jamais",,"Jamais",,,,,"Jamais","Jamais",,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,,,"Jamais",,,,,,,,,,"Jamais",,,,,,,,,,,"SGC4284"
"18 ans","Vaud","Un garçon","National","Hockey sur glace","Non","Oui","Oui",,,,,,,,,,,,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,"Jamais",,"Jamais",,,,,"Jamais","Jamais",,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,,,"Jamais",,,,,,,,,,"Jamais",,,,,,,,,,,"CEM0285"
"21 ans","Valais","Un garçon","National","Basket","Oui","Oui","Oui",,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jamais",,"Jamais",,,,,"Jamais","Jamais",,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Quelques fois",,,,,,,,,"Jamais",,,,,,,,,,"Jamais",,,,,,,,,,,"AES1020"
"18 ans","Vaud","Un garçon","National","Hockey sur glace","Oui","Oui","Oui",,,,,,,,,,,,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,"Jamais",,"Jamais",,,,,"Jamais","Jamais",,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,,,"Jamais",,,,,,,,,,"Jamais",,,,,,,,,,,"MUB6819"
"19 ans","Vaud","Un garçon","National","Football Freestyle","Oui","Oui","Oui",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jamais",,"Jamais",,,,,"Jamais","Jamais",,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,,,"Jamais",,,,,,,,,,"Jamais",,,,,,,,,,,"IMR3919"
"22 ans","Vaud","Une fille","International","Equitation / CSO","Oui","Oui","Oui",,,,,,,,,,,,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,"Jamais",,"Jamais",,,,,"Jamais","Jamais",,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Souvent/régulièrement",,,,,,,,,"Jamais",,,,,,,,,,"Jamais",,,,,,,,,,,"HDA6513"
"22 ans","Vaud","Un garçon","International","Snowboard Freeride","Non","Non","Oui",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jamais",,"Jamais",,,,,"Jamais","Jamais",,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Pas de réponse",,,,,,,,,"Jamais",,,,,,,,,,"Jamais",,,,,,,,,,,"PDB2507"
"19 ans","Vaud","Un garçon","National","curling","Non","Non","Oui",,,,,,,,,,,,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,"Jamais",,"Jamais",,,,,"Jamais","Jamais",,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,,,"Jamais",,,,,,,,,,"Jamais",,,,,,,,,,,"VSF1994"
"18 ans","Vaud","Une fille","National","Basketball","Oui","Oui","Oui",,,,,,,,,,,,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,"Jamais",,"Jamais",,,,,"Jamais","Jamais",,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Quelques fois",,,,,,,,,"Jamais",,,,,,,,,,"Jamais",,,,,,,,,,,"GOD4094"
"22 ans","Vaud","Un garçon","National","Hockey sur glace","Oui","Oui","Oui",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jamais",,"Jamais",,,,,"Jamais","Jamais",,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,,,"Jamais",,,,,,,,,,"Jamais",,,,,,,,,,,"CSD8539"
"20 ans","Vaud","Un garçon","International","Escrime","Non","Oui","Oui",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jamais",,"Jamais",,,,,"Jamais","Jamais",,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,,,"Jamais",,,,,,,,,,"Jamais",,,,,,,,,,,"MME4521"
"25 ans","Vaud","Un garçon","National","Volleyball","Oui","Oui","Non",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Jamais",,"Jamais",,,,,"Jamais","Jamais",,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,,,"Jamais",,,,,,,,,,"Jamais",,,,,,,,,,,"LRR9155"
"19 ans","Vaud","Une fille","International","Judo","Oui","Oui","Oui",,,,,,,,,,,,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,"Jamais",,"Jamais",,,,,"Jamais","Jamais",,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,,,"Jamais",,,,,,,,,,"Jamais",,,,,,,,,,,"LCF8438"
"20 ans","Vaud","Un garçon","International","Short Track","Oui","Non","Non",,,,,,,,,,,,,,"2",,,,,,,,,,,,,,,,,,,,,,,,,"Jamais",,"Jamais",,,,,"Jamais","Jamais",,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,"Jamais",,,,,,,,,"Jamais",,,,,,,,,,"Jamais",,,,,,,,,,,"VJM2380"
